GPU Info: NVIDIA A10
Starting SAC in MuJoCo environment training...
Starting SAC + qwen in MuJoCo environment training...
Command: srun uv run python experiments/mujoco/sac_vlm.py   --env-id HumanoidStandup-v4   --run-id 10486463   --seed 1   --total-timesteps 1000000   --vlm-goal 'A humanoid robot standing on both legs on a flat surface without falling.'   --vlm-n-frames 4   --vlm-frame-every 4   --vlm-clip-every 16   --track   --capture-video   --wandb-project-name cleanrl-experiments --vlm-model-type qwen --vlm-model-id Qwen/Qwen2-VL-2B-Instruct --video-every 100
Qwen-VL Initialized: model=Qwen/Qwen2-VL-2B-Instruct, n_frames=4, frame_every=4, clip_every=16
delta_reward=True, normalize_reward=True, reward_scale=10.0
[VLM Debug] Reset: raw=0.3074
[VLM Debug] step=16 | raw=0.1128 | shaped=0.0000 | reward_mean=-0.1946
[VLM Debug] step=976 | raw=0.0863 | shaped=-12.6446 | reward_mean=-0.0036
[VLM Debug] step=992 | raw=0.0953 | shaped=2.8234 | reward_mean=-0.0034
global_step=999, episode=0, episodic_return=1348.123
    -> Best video saved: videos/HumanoidStandup-v4_sac_vlm_10486463/best_step-999_episode-0.mp4
    -> New best: episodic_return=1348.123
[VLM Debug] Reset: raw=0.2173
[VLM Debug] step=16 | raw=0.1646 | shaped=-10.9831 | reward_mean=-0.0042
[VLM Debug] step=32 | raw=0.1422 | shaped=-4.0668 | reward_mean=-0.0045
[VLM Debug] step=48 | raw=0.1348 | shaped=-0.6691 | reward_mean=-0.0045
[VLM Debug] step=64 | raw=0.1481 | shaped=4.0585 | reward_mean=-0.0043
[VLM Debug] step=80 | raw=0.1848 | shaped=9.3399 | reward_mean=-0.0036
[VLM Debug] step=96 | raw=0.1404 | shaped=-9.3002 | reward_mean=-0.0042
[VLM Debug] step=112 | raw=0.1520 | shaped=3.6371 | reward_mean=-0.0040
[VLM Debug] step=128 | raw=0.2018 | shaped=12.3088 | reward_mean=-0.0033
[VLM Debug] step=144 | raw=0.1666 | shaped=-7.3216 | reward_mean=-0.0037
[VLM Debug] step=160 | raw=0.1968 | shaped=7.7906 | reward_mean=-0.0032
[VLM Debug] step=176 | raw=0.2255 | shaped=7.3696 | reward_mean=-0.0028
[VLM Debug] step=192 | raw=0.1225 | shaped=-22.4726 | reward_mean=-0.0041
[VLM Debug] step=208 | raw=0.2043 | shaped=18.9480 | reward_mean=-0.0030
[VLM Debug] step=224 | raw=0.1038 | shaped=-21.0026 | reward_mean=-0.0043
[VLM Debug] step=240 | raw=0.0876 | shaped=-2.5752 | reward_mean=-0.0044
[VLM Debug] step=256 | raw=0.1009 | shaped=3.8646 | reward_mean=-0.0042
[VLM Debug] step=272 | raw=0.1009 | shaped=0.9230 | reward_mean=-0.0042
[VLM Debug] step=288 | raw=0.0770 | shaped=-4.3564 | reward_mean=-0.0044
[VLM Debug] step=304 | raw=0.1144 | shaped=9.2251 | reward_mean=-0.0039
[VLM Debug] step=320 | raw=0.1329 | shaped=4.9744 | reward_mean=-0.0036
[VLM Debug] step=336 | raw=0.1052 | shaped=-5.3646 | reward_mean=-0.0039
[VLM Debug] step=352 | raw=0.1422 | shaped=9.1142 | reward_mean=-0.0034
[VLM Debug] step=368 | raw=0.1624 | shaped=5.2742 | reward_mean=-0.0031
[VLM Debug] step=384 | raw=0.1176 | shaped=-9.3338 | reward_mean=-0.0036
[VLM Debug] step=400 | raw=0.0901 | shaped=-5.3643 | reward_mean=-0.0039
[VLM Debug] step=416 | raw=0.1144 | shaped=6.3655 | reward_mean=-0.0036
[VLM Debug] step=432 | raw=0.0619 | shaped=-11.0310 | reward_mean=-0.0041
[VLM Debug] step=448 | raw=0.0940 | shaped=8.1874 | reward_mean=-0.0037
[VLM Debug] step=464 | raw=0.1919 | shaped=22.4389 | reward_mean=-0.0026
[VLM Debug] step=480 | raw=0.1384 | shaped=-11.2139 | reward_mean=-0.0032
[VLM Debug] step=496 | raw=0.0876 | shaped=-10.5079 | reward_mean=-0.0037
[VLM Debug] step=512 | raw=0.1067 | shaped=5.0406 | reward_mean=-0.0034
[VLM Debug] step=528 | raw=0.0496 | shaped=-11.8504 | reward_mean=-0.0040
[VLM Debug] step=544 | raw=0.0706 | shaped=5.5328 | reward_mean=-0.0037
[VLM Debug] step=560 | raw=0.1404 | shaped=16.1662 | reward_mean=-0.0030
[VLM Debug] step=576 | raw=0.1993 | shaped=13.5532 | reward_mean=-0.0023
[VLM Debug] step=592 | raw=0.1113 | shaped=-18.5229 | reward_mean=-0.0032
[VLM Debug] step=608 | raw=0.1082 | shaped=0.0349 | reward_mean=-0.0032
[VLM Debug] step=624 | raw=0.0676 | shaped=-8.1450 | reward_mean=-0.0036
[VLM Debug] step=640 | raw=0.0888 | shaped=5.4195 | reward_mean=-0.0033
[VLM Debug] step=656 | raw=0.1366 | shaped=11.1504 | reward_mean=-0.0028
[VLM Debug] step=672 | raw=0.1277 | shaped=-1.3300 | reward_mean=-0.0029
[VLM Debug] step=688 | raw=0.1113 | shaped=-2.9756 | reward_mean=-0.0030
[VLM Debug] step=704 | raw=0.1192 | shaped=2.4243 | reward_mean=-0.0029
[VLM Debug] step=720 | raw=0.1052 | shaped=-2.4547 | reward_mean=-0.0030
[VLM Debug] step=736 | raw=0.0876 | shaped=-3.2590 | reward_mean=-0.0032
[VLM Debug] step=752 | raw=0.0901 | shaped=1.2699 | reward_mean=-0.0031
[VLM Debug] step=768 | raw=0.0940 | shaped=1.5800 | reward_mean=-0.0030
[VLM Debug] step=784 | raw=0.1384 | shaped=10.6825 | reward_mean=-0.0026
[VLM Debug] step=800 | raw=0.0876 | shaped=-10.8407 | reward_mean=-0.0031
[VLM Debug] step=816 | raw=0.0726 | shaped=-2.6870 | reward_mean=-0.0032
[VLM Debug] step=832 | raw=0.1329 | shaped=14.2606 | reward_mean=-0.0026
[VLM Debug] step=848 | raw=0.1260 | shaped=-0.9837 | reward_mean=-0.0026
[VLM Debug] step=864 | raw=0.1009 | shaped=-5.0834 | reward_mean=-0.0028
[VLM Debug] step=880 | raw=0.0695 | shaped=-6.4797 | reward_mean=-0.0031
[VLM Debug] step=896 | raw=0.0583 | shaped=-1.8453 | reward_mean=-0.0031
[VLM Debug] step=912 | raw=0.0550 | shaped=-0.0488 | reward_mean=-0.0031
[VLM Debug] step=928 | raw=0.0737 | shaped=5.0126 | reward_mean=-0.0030
[VLM Debug] step=944 | raw=0.1160 | shaped=10.3932 | reward_mean=-0.0026
[VLM Debug] step=960 | raw=0.0716 | shaped=-9.5980 | reward_mean=-0.0029
[VLM Debug] step=976 | raw=0.0967 | shaped=6.4517 | reward_mean=-0.0027
[VLM Debug] step=992 | raw=0.1067 | shaped=2.9388 | reward_mean=-0.0026
global_step=2000, episode=1, episodic_return=364.448
[VLM Debug] Reset: raw=0.2815
[VLM Debug] step=16 | raw=0.1260 | shaped=-33.8139 | reward_mean=-0.0038
[VLM Debug] step=32 | raw=0.1442 | shaped=4.8829 | reward_mean=-0.0037
[VLM Debug] step=48 | raw=0.1348 | shaped=-1.2802 | reward_mean=-0.0037
[VLM Debug] step=64 | raw=0.1097 | shaped=-4.7780 | reward_mean=-0.0039
[VLM Debug] step=80 | raw=0.1277 | shaped=4.8996 | reward_mean=-0.0037
[VLM Debug] step=96 | raw=0.1366 | shaped=2.8343 | reward_mean=-0.0036
[VLM Debug] step=112 | raw=0.1009 | shaped=-7.2337 | reward_mean=-0.0038
[VLM Debug] step=128 | raw=0.1404 | shaped=9.7639 | reward_mean=-0.0035
[VLM Debug] step=144 | raw=0.0888 | shaped=-10.8230 | reward_mean=-0.0039
[VLM Debug] step=160 | raw=0.1242 | shaped=8.8519 | reward_mean=-0.0036
[VLM Debug] step=176 | raw=0.1348 | shaped=3.1979 | reward_mean=-0.0035
[VLM Debug] step=192 | raw=0.1208 | shaped=-2.3692 | reward_mean=-0.0036
[VLM Debug] step=208 | raw=0.1329 | shaped=3.5607 | reward_mean=-0.0034
[VLM Debug] step=224 | raw=0.1329 | shaped=0.7860 | reward_mean=-0.0034
[VLM Debug] step=240 | raw=0.1052 | shaped=-5.5662 | reward_mean=-0.0036
[VLM Debug] step=256 | raw=0.1128 | shaped=2.5650 | reward_mean=-0.0035
[VLM Debug] step=272 | raw=0.1097 | shaped=0.0915 | reward_mean=-0.0035
[VLM Debug] step=288 | raw=0.0967 | shaped=-2.1979 | reward_mean=-0.0036
[VLM Debug] step=304 | raw=0.1242 | shaped=7.2123 | reward_mean=-0.0034
[VLM Debug] step=320 | raw=0.1481 | shaped=6.3261 | reward_mean=-0.0032
[VLM Debug] step=336 | raw=0.1038 | shaped=-9.5650 | reward_mean=-0.0035
[VLM Debug] step=352 | raw=0.0888 | shaped=-2.6828 | reward_mean=-0.0035
[VLM Debug] step=368 | raw=0.1646 | shaped=18.3381 | reward_mean=-0.0030
[VLM Debug] step=384 | raw=0.1384 | shaped=-5.3643 | reward_mean=-0.0031
[VLM Debug] step=400 | raw=0.1582 | shaped=5.3285 | reward_mean=-0.0030
[VLM Debug] step=416 | raw=0.1422 | shaped=-3.0310 | reward_mean=-0.0031
[VLM Debug] step=432 | raw=0.1481 | shaped=2.0911 | reward_mean=-0.0030
[VLM Debug] step=448 | raw=0.1624 | shaped=4.0590 | reward_mean=-0.0029
[VLM Debug] step=464 | raw=0.1312 | shaped=-6.6329 | reward_mean=-0.0031
[VLM Debug] step=480 | raw=0.1624 | shaped=8.0518 | reward_mean=-0.0029
[VLM Debug] step=496 | raw=0.1755 | shaped=3.7878 | reward_mean=-0.0028
[VLM Debug] step=512 | raw=0.1666 | shaped=-1.4549 | reward_mean=-0.0028
[VLM Debug] step=528 | raw=0.1260 | shaped=-8.9646 | reward_mean=-0.0030
[VLM Debug] step=544 | raw=0.1824 | shaped=14.0368 | reward_mean=-0.0027
[VLM Debug] step=560 | raw=0.1144 | shaped=-15.3592 | reward_mean=-0.0031
[VLM Debug] step=576 | raw=0.1688 | shaped=13.4903 | reward_mean=-0.0027
[VLM Debug] step=592 | raw=0.0981 | shaped=-15.8755 | reward_mean=-0.0031
[VLM Debug] step=608 | raw=0.1896 | shaped=21.8266 | reward_mean=-0.0026
[VLM Debug] step=624 | raw=0.1603 | shaped=-6.1788 | reward_mean=-0.0027
[VLM Debug] step=640 | raw=0.1348 | shaped=-5.2782 | reward_mean=-0.0029
[VLM Debug] step=656 | raw=0.2281 | shaped=22.0265 | reward_mean=-0.0023
[VLM Debug] step=672 | raw=0.2878 | shaped=14.1395 | reward_mean=-0.0019
[VLM Debug] step=688 | raw=0.1919 | shaped=-21.2281 | reward_mean=-0.0025
[VLM Debug] step=704 | raw=0.1422 | shaped=-10.6535 | reward_mean=-0.0027
[VLM Debug] step=720 | raw=0.1442 | shaped=1.0643 | reward_mean=-0.0027
[VLM Debug] step=736 | raw=0.1442 | shaped=0.6178 | reward_mean=-0.0027
[VLM Debug] step=752 | raw=0.1366 | shaped=-1.1070 | reward_mean=-0.0027
[VLM Debug] step=768 | raw=0.1294 | shaped=-1.0201 | reward_mean=-0.0028
[VLM Debug] step=784 | raw=0.0901 | shaped=-8.3518 | reward_mean=-0.0030
[VLM Debug] step=800 | raw=0.1067 | shaped=4.4833 | reward_mean=-0.0029
[VLM Debug] step=816 | raw=0.1312 | shaped=6.2861 | reward_mean=-0.0027
[VLM Debug] step=832 | raw=0.1294 | shaped=0.2005 | reward_mean=-0.0027
[VLM Debug] step=848 | raw=0.0967 | shaped=-6.9182 | reward_mean=-0.0029
[VLM Debug] step=864 | raw=0.1128 | shaped=4.3845 | reward_mean=-0.0028
[VLM Debug] step=880 | raw=0.1009 | shaped=-2.1174 | reward_mean=-0.0028
[VLM Debug] step=896 | raw=0.1294 | shaped=7.2631 | reward_mean=-0.0026
[VLM Debug] step=912 | raw=0.1260 | shaped=-0.1816 | reward_mean=-0.0026
[VLM Debug] step=928 | raw=0.2018 | shaped=18.1301 | reward_mean=-0.0022
[VLM Debug] step=944 | raw=0.1208 | shaped=-18.0794 | reward_mean=-0.0026
[VLM Debug] step=960 | raw=0.1404 | shaped=5.1025 | reward_mean=-0.0025
[VLM Debug] step=976 | raw=0.1561 | shaped=4.2134 | reward_mean=-0.0024
[VLM Debug] step=992 | raw=0.0981 | shaped=-12.8073 | reward_mean=-0.0027
global_step=3001, episode=2, episodic_return=137.331
[VLM Debug] Reset: raw=0.3486
[VLM Debug] step=16 | raw=0.1067 | shaped=-51.1926 | reward_mean=-0.0040
[VLM Debug] step=32 | raw=0.1541 | shaped=10.9855 | reward_mean=-0.0037
[VLM Debug] step=48 | raw=0.1144 | shaped=-7.6966 | reward_mean=-0.0039
[VLM Debug] step=64 | raw=0.1260 | shaped=3.3296 | reward_mean=-0.0038
[VLM Debug] step=80 | raw=0.1520 | shaped=6.4136 | reward_mean=-0.0037
[VLM Debug] step=96 | raw=0.1624 | shaped=3.0285 | reward_mean=-0.0036
[VLM Debug] step=112 | raw=0.1442 | shaped=-3.1497 | reward_mean=-0.0037
[VLM Debug] step=128 | raw=0.1968 | shaped=12.1439 | reward_mean=-0.0034
[VLM Debug] step=144 | raw=0.1824 | shaped=-2.3816 | reward_mean=-0.0034
[VLM Debug] step=160 | raw=0.1520 | shaped=-5.8375 | reward_mean=-0.0036
[VLM Debug] step=176 | raw=0.1520 | shaped=0.7786 | reward_mean=-0.0036
[VLM Debug] step=192 | raw=0.0967 | shaped=-11.2274 | reward_mean=-0.0038
[VLM Debug] step=208 | raw=0.1404 | shaped=10.3140 | reward_mean=-0.0036
[VLM Debug] step=224 | raw=0.1755 | shaped=8.4142 | reward_mean=-0.0034
[VLM Debug] step=240 | raw=0.1312 | shaped=-8.8903 | reward_mean=-0.0036
[VLM Debug] step=256 | raw=0.1038 | shaped=-5.1953 | reward_mean=-0.0037
[VLM Debug] step=272 | raw=0.1097 | shaped=2.1030 | reward_mean=-0.0037
[VLM Debug] step=288 | raw=0.1242 | shaped=3.9788 | reward_mean=-0.0036
[VLM Debug] step=304 | raw=0.1052 | shaped=-3.3750 | reward_mean=-0.0037
[VLM Debug] step=320 | raw=0.1225 | shaped=4.5952 | reward_mean=-0.0036
[VLM Debug] step=336 | raw=0.1052 | shaped=-3.0188 | reward_mean=-0.0036
[VLM Debug] step=352 | raw=0.1277 | shaped=5.7487 | reward_mean=-0.0035
[VLM Debug] step=368 | raw=0.1144 | shaped=-2.1674 | reward_mean=-0.0035
[VLM Debug] step=384 | raw=0.1052 | shaped=-1.2430 | reward_mean=-0.0036
[VLM Debug] step=400 | raw=0.1128 | shaped=2.4718 | reward_mean=-0.0035
[VLM Debug] step=416 | raw=0.1260 | shaped=3.7140 | reward_mean=-0.0034
[VLM Debug] step=432 | raw=0.1582 | shaped=7.9388 | reward_mean=-0.0033
[VLM Debug] step=448 | raw=0.1384 | shaped=-3.6817 | reward_mean=-0.0033
[VLM Debug] step=464 | raw=0.1646 | shaped=6.5823 | reward_mean=-0.0032
[VLM Debug] step=480 | raw=0.1561 | shaped=-1.1670 | reward_mean=-0.0032
[VLM Debug] step=496 | raw=0.1023 | shaped=-11.3204 | reward_mean=-0.0035
[VLM Debug] step=512 | raw=0.1052 | shaped=1.4344 | reward_mean=-0.0034
[VLM Debug] step=528 | raw=0.1366 | shaped=7.8127 | reward_mean=-0.0033
[VLM Debug] step=544 | raw=0.1500 | shaped=3.7571 | reward_mean=-0.0032
[VLM Debug] step=560 | raw=0.1541 | shaped=1.6298 | reward_mean=-0.0032
[VLM Debug] step=576 | raw=0.1561 | shaped=1.1849 | reward_mean=-0.0031
[VLM Debug] step=592 | raw=0.1225 | shaped=-6.8943 | reward_mean=-0.0033
[VLM Debug] step=608 | raw=0.1348 | shaped=3.5241 | reward_mean=-0.0032
[VLM Debug] step=624 | raw=0.1160 | shaped=-3.5387 | reward_mean=-0.0033
[VLM Debug] step=640 | raw=0.0863 | shaped=-5.9984 | reward_mean=-0.0034
[VLM Debug] step=656 | raw=0.1128 | shaped=6.8045 | reward_mean=-0.0033
[VLM Debug] step=672 | raw=0.1561 | shaped=10.6067 | reward_mean=-0.0031
[VLM Debug] step=688 | raw=0.1755 | shaped=5.1231 | reward_mean=-0.0030
[VLM Debug] step=704 | raw=0.1896 | shaped=3.8836 | reward_mean=-0.0029
[VLM Debug] step=720 | raw=0.1666 | shaped=-4.5889 | reward_mean=-0.0030
[VLM Debug] step=736 | raw=0.1646 | shaped=0.2071 | reward_mean=-0.0030
[VLM Debug] step=752 | raw=0.2018 | shaped=9.2219 | reward_mean=-0.0028
[VLM Debug] step=768 | raw=0.1919 | shaped=-1.6286 | reward_mean=-0.0028
[VLM Debug] step=784 | raw=0.1500 | shaped=-8.9765 | reward_mean=-0.0030
[VLM Debug] step=800 | raw=0.1520 | shaped=1.1410 | reward_mean=-0.0030
[VLM Debug] step=816 | raw=0.1500 | shaped=0.2366 | reward_mean=-0.0030
[VLM Debug] step=832 | raw=0.1710 | shaped=5.5432 | reward_mean=-0.0029
[VLM Debug] step=848 | raw=0.1384 | shaped=-6.8809 | reward_mean=-0.0030
[VLM Debug] step=864 | raw=0.2480 | shaped=25.7628 | reward_mean=-0.0025
[VLM Debug] step=880 | raw=0.0876 | shaped=-35.2558 | reward_mean=-0.0032
[VLM Debug] step=896 | raw=0.1160 | shaped=7.0536 | reward_mean=-0.0031
[VLM Debug] step=912 | raw=0.1176 | shaped=1.0389 | reward_mean=-0.0030
[VLM Debug] step=928 | raw=0.2173 | shaped=22.8113 | reward_mean=-0.0026
[VLM Debug] step=944 | raw=0.1082 | shaped=-23.4123 | reward_mean=-0.0030
[VLM Debug] step=960 | raw=0.2659 | shaped=34.5411 | reward_mean=-0.0024
[VLM Debug] step=976 | raw=0.1082 | shaped=-32.7050 | reward_mean=-0.0030
[VLM Debug] step=992 | raw=0.1144 | shaped=1.9389 | reward_mean=-0.0030
global_step=4002, episode=3, episodic_return=-71.585
[VLM Debug] Reset: raw=0.2120
[VLM Debug] step=16 | raw=0.1294 | shaped=-16.7508 | reward_mean=-0.0033
[VLM Debug] step=32 | raw=0.1242 | shaped=-0.3968 | reward_mean=-0.0033
[VLM Debug] step=48 | raw=0.1896 | shaped=14.4405 | reward_mean=-0.0030
[VLM Debug] step=64 | raw=0.1824 | shaped=-0.8771 | reward_mean=-0.0031
[VLM Debug] step=80 | raw=0.1993 | shaped=4.2253 | reward_mean=-0.0030
[VLM Debug] step=96 | raw=0.1993 | shaped=0.6293 | reward_mean=-0.0030
[VLM Debug] step=112 | raw=0.1710 | shaped=-5.3687 | reward_mean=-0.0031
[VLM Debug] step=128 | raw=0.1461 | shaped=-4.6312 | reward_mean=-0.0031
[VLM Debug] step=144 | raw=0.1561 | shaped=2.7956 | reward_mean=-0.0031
[VLM Debug] step=160 | raw=0.1666 | shaped=2.8937 | reward_mean=-0.0030
[VLM Debug] step=176 | raw=0.1624 | shaped=-0.2617 | reward_mean=-0.0031
[VLM Debug] step=192 | raw=0.1097 | shaped=-10.5796 | reward_mean=-0.0032
[VLM Debug] step=208 | raw=0.1176 | shaped=2.3739 | reward_mean=-0.0032
[VLM Debug] step=224 | raw=0.1919 | shaped=16.5066 | reward_mean=-0.0029
[VLM Debug] step=240 | raw=0.1968 | shaped=1.6604 | reward_mean=-0.0029
[VLM Debug] step=256 | raw=0.1582 | shaped=-7.6205 | reward_mean=-0.0030
[VLM Debug] step=272 | raw=0.1624 | shaped=1.5308 | reward_mean=-0.0030
[VLM Debug] step=288 | raw=0.1993 | shaped=8.5515 | reward_mean=-0.0028
[VLM Debug] step=304 | raw=0.2018 | shaped=1.1301 | reward_mean=-0.0028
[VLM Debug] step=320 | raw=0.1348 | shaped=-13.7400 | reward_mean=-0.0031
[VLM Debug] step=336 | raw=0.2255 | shaped=19.9502 | reward_mean=-0.0027
[VLM Debug] step=352 | raw=0.1442 | shaped=-16.6703 | reward_mean=-0.0030
[VLM Debug] step=368 | raw=0.1277 | shaped=-2.8653 | reward_mean=-0.0030
[VLM Debug] step=384 | raw=0.1384 | shaped=2.9338 | reward_mean=-0.0030
[VLM Debug] step=400 | raw=0.1260 | shaped=-2.0166 | reward_mean=-0.0030
[VLM Debug] step=416 | raw=0.1082 | shaped=-3.1466 | reward_mean=-0.0031
[VLM Debug] step=432 | raw=0.1329 | shaped=5.9439 | reward_mean=-0.0030
[VLM Debug] step=448 | raw=0.0851 | shaped=-9.5955 | reward_mean=-0.0031
[VLM Debug] step=464 | raw=0.1242 | shaped=9.0412 | reward_mean=-0.0030
[VLM Debug] step=480 | raw=0.1688 | shaped=10.1830 | reward_mean=-0.0028
[VLM Debug] step=496 | raw=0.1624 | shaped=-0.7824 | reward_mean=-0.0028
[VLM Debug] step=512 | raw=0.1442 | shaped=-3.2961 | reward_mean=-0.0029
[VLM Debug] step=528 | raw=0.1144 | shaped=-5.7802 | reward_mean=-0.0030
[VLM Debug] step=544 | raw=0.0851 | shaped=-5.6616 | reward_mean=-0.0031
[VLM Debug] step=560 | raw=0.1603 | shaped=16.7854 | reward_mean=-0.0028
[VLM Debug] step=576 | raw=0.1348 | shaped=-4.8777 | reward_mean=-0.0029
[VLM Debug] step=592 | raw=0.1208 | shaped=-2.3742 | reward_mean=-0.0029
[VLM Debug] step=608 | raw=0.1442 | shaped=5.6496 | reward_mean=-0.0028
[VLM Debug] step=624 | raw=0.1422 | shaped=0.1883 | reward_mean=-0.0028
[VLM Debug] step=640 | raw=0.1192 | shaped=-4.3615 | reward_mean=-0.0029
[VLM Debug] step=656 | raw=0.0876 | shaped=-6.2123 | reward_mean=-0.0030
[VLM Debug] step=672 | raw=0.0888 | shaped=0.9127 | reward_mean=-0.0030
[VLM Debug] step=688 | raw=0.1242 | shaped=8.3192 | reward_mean=-0.0028
